job,marital,default,housing,loan,contact,month,poutcome,deposit
services,single,no,no,yes,cellular,jul,unknown,yes
retired,divorced,no,no,yes,cellular,jul,unknown,yes
technician,married,no,yes,no,cellular,jul,unknown,yes
management,married,no,yes,no,telephone,jul,unknown,yes
management,married,no,yes,no,cellular,jul,unknown,yes
technician,divorced,no,no,yes,cellular,jul,unknown,yes
retired,married,no,no,no,cellular,jul,unknown,yes
unemployed,married,no,yes,no,telephone,jul,unknown,yes
services,married,no,no,yes,telephone,jul,unknown,yes
housemaid,married,no,yes,no,telephone,jul,unknown,yes
blue-collar,single,no,yes,no,cellular,jul,unknown,yes
admin.,single,no,no,no,cellular,jul,unknown,yes
technician,single,no,no,yes,cellular,jul,unknown,yes
management,single,no,no,yes,cellular,jul,unknown,yes
services,single,no,no,no,cellular,jul,unknown,yes
management,single,no,no,no,cellular,jul,unknown,yes
management,married,no,yes,no,cellular,jul,unknown,yes
management,single,no,yes,no,cellular,jul,unknown,yes
management,divorced,no,no,yes,cellular,jul,unknown,yes
technician,married,no,yes,no,cellular,jul,unknown,yes
technician,married,no,yes,no,cellular,jul,unknown,yes
technician,single,no,no,no,cellular,jul,unknown,yes
management,divorced,no,yes,no,cellular,jul,unknown,yes
blue-collar,married,no,yes,no,cellular,jul,unknown,yes
services,married,no,yes,yes,cellular,jul,unknown,yes
blue-collar,single,no,no,no,cellular,jul,unknown,yes
admin.,married,no,yes,no,cellular,jul,unknown,yes
admin.,married,no,yes,no,telephone,jul,unknown,yes
management,married,no,yes,no,cellular,jul,unknown,yes
management,divorced,no,yes,no,cellular,jul,unknown,yes
blue-collar,single,no,yes,no,cellular,jul,unknown,yes
technician,single,no,no,yes,cellular,jul,unknown,yes
services,divorced,no,no,yes,cellular,jul,unknown,yes
management,single,no,yes,yes,cellular,jul,unknown,yes
blue-collar,married,no,yes,no,cellular,jul,unknown,yes
technician,single,no,yes,no,cellular,jul,unknown,yes
entrepreneur,married,no,yes,no,cellular,jul,unknown,yes
technician,married,no,yes,no,cellular,jul,unknown,yes
admin.,married,no,yes,no,cellular,jul,unknown,yes
admin.,single,no,no,no,cellular,jul,unknown,yes
admin.,married,no,yes,yes,cellular,jul,unknown,yes
self-employed,married,no,yes,no,cellular,jul,unknown,yes
services,single,no,yes,no,cellular,jul,unknown,yes
technician,married,no,yes,yes,cellular,jul,unknown,yes
entrepreneur,married,no,no,no,cellular,jul,unknown,yes
services,married,no,yes,no,cellular,jul,unknown,yes
blue-collar,married,no,yes,no,cellular,jul,unknown,yes
entrepreneur,single,no,no,no,cellular,jul,unknown,yes
entrepreneur,married,no,yes,yes,cellular,jul,unknown,yes
management,married,no,yes,yes,cellular,jul,unknown,yes
admin.,single,no,yes,no,cellular,jul,unknown,yes
blue-collar,married,yes,no,yes,cellular,jul,unknown,yes
management,divorced,no,yes,no,cellular,jul,unknown,yes
student,single,no,yes,no,cellular,jul,unknown,yes
admin.,divorced,no,yes,no,cellular,jul,unknown,yes
blue-collar,married,no,yes,no,cellular,jul,unknown,yes
services,single,no,yes,no,cellular,jul,unknown,yes
technician,divorced,no,no,no,cellular,jul,unknown,yes
services,married,no,yes,no,cellular,jul,unknown,yes
unemployed,single,no,yes,no,cellular,jul,unknown,yes
retired,married,no,no,no,telephone,jul,unknown,yes
technician,single,no,yes,no,cellular,jul,unknown,yes
technician,single,no,yes,yes,cellular,jul,unknown,yes
blue-collar,single,no,yes,no,cellular,jul,unknown,yes
blue-collar,married,no,yes,no,cellular,jul,unknown,yes
technician,single,no,no,yes,cellular,jul,unknown,yes
services,married,no,no,yes,cellular,jul,unknown,yes
blue-collar,single,no,no,yes,cellular,jul,unknown,yes
retired,married,no,no,no,telephone,jul,unknown,yes
housemaid,married,no,no,no,telephone,jul,unknown,yes
technician,single,no,yes,no,cellular,jul,unknown,yes
unemployed,married,no,yes,no,cellular,jul,unknown,yes
management,single,no,yes,yes,cellular,jul,unknown,yes
blue-collar,single,no,yes,no,cellular,jul,unknown,yes
management,married,no,yes,no,cellular,jul,unknown,yes
blue-collar,married,no,yes,yes,cellular,jul,unknown,yes
retired,divorced,no,no,yes,cellular,jul,unknown,yes
management,married,no,yes,no,telephone,jul,unknown,yes
blue-collar,single,no,no,yes,cellular,jul,unknown,yes
technician,married,no,yes,no,cellular,jul,unknown,yes
technician,married,no,no,no,cellular,jul,unknown,yes
management,married,no,yes,no,cellular,jul,unknown,yes
management,married,no,yes,yes,cellular,jul,unknown,yes
self-employed,married,no,yes,no,cellular,jul,unknown,yes
housemaid,married,no,no,yes,cellular,jul,unknown,yes
housemaid,married,no,no,no,cellular,jul,unknown,yes
technician,single,no,no,no,cellular,jul,unknown,yes
technician,married,no,yes,no,telephone,jul,unknown,yes
services,married,no,yes,no,cellular,jul,unknown,yes
self-employed,single,no,no,no,telephone,jul,unknown,yes
blue-collar,divorced,no,yes,no,cellular,jul,unknown,yes
retired,single,no,no,yes,cellular,jul,unknown,yes
technician,married,no,no,yes,cellular,jul,unknown,yes
admin.,single,no,no,no,cellular,jul,unknown,yes
management,divorced,no,no,no,cellular,jul,unknown,yes
services,married,no,no,no,cellular,jul,unknown,yes
blue-collar,divorced,no,no,no,cellular,jul,unknown,yes
technician,single,no,no,no,cellular,jul,unknown,yes
retired,divorced,no,yes,no,cellular,jul,unknown,yes
unemployed,married,no,no,no,cellular,jul,unknown,yes
admin.,married,no,yes,no,telephone,jul,unknown,yes
blue-collar,married,no,no,yes,cellular,jul,unknown,yes
admin.,married,no,no,no,telephone,jul,unknown,yes
housemaid,married,no,yes,no,cellular,jul,unknown,yes
blue-collar,married,no,no,no,cellular,jul,unknown,yes
services,married,no,no,no,cellular,jul,unknown,yes
management,divorced,no,no,no,telephone,jul,unknown,yes
unemployed,single,yes,no,yes,cellular,jul,unknown,yes
entrepreneur,divorced,yes,yes,no,cellular,jul,unknown,yes
management,married,no,no,no,cellular,jul,unknown,yes
unemployed,married,no,no,no,telephone,jul,unknown,yes
retired,divorced,no,no,no,cellular,jul,unknown,yes
services,married,yes,no,yes,cellular,jul,unknown,yes
management,married,no,no,no,cellular,jul,unknown,yes
blue-collar,divorced,no,no,no,cellular,jul,unknown,yes
entrepreneur,married,no,no,no,telephone,jul,unknown,yes
housemaid,married,no,no,yes,cellular,jul,unknown,yes
technician,married,no,no,no,cellular,jul,unknown,yes
management,married,no,yes,no,cellular,jul,unknown,yes
retired,divorced,no,no,no,cellular,jul,unknown,yes
entrepreneur,married,no,yes,no,cellular,jul,unknown,yes
management,single,no,yes,no,cellular,jul,unknown,yes
housemaid,divorced,no,no,no,cellular,jul,unknown,yes
admin.,married,no,no,no,cellular,jul,unknown,yes
technician,single,no,no,yes,cellular,jul,unknown,yes
unemployed,married,no,no,no,cellular,jul,unknown,yes
self-employed,single,no,no,no,cellular,jul,unknown,yes
blue-collar,divorced,no,yes,no,cellular,jul,unknown,yes
blue-collar,married,no,yes,no,telephone,jul,unknown,yes
technician,married,no,yes,yes,cellular,jul,unknown,yes
unemployed,divorced,no,no,no,cellular,jul,unknown,yes
entrepreneur,married,yes,no,no,cellular,jul,unknown,yes
housemaid,divorced,no,no,no,cellular,jul,unknown,yes
services,married,no,yes,no,cellular,jul,unknown,yes
blue-collar,married,no,no,no,cellular,jul,unknown,yes
blue-collar,married,no,no,no,cellular,jul,unknown,yes
technician,married,no,no,yes,cellular,jul,unknown,yes
management,divorced,no,no,no,cellular,jul,unknown,yes
admin.,married,no,no,no,cellular,jul,unknown,yes
unemployed,married,no,no,no,cellular,jul,unknown,yes
services,married,no,no,no,telephone,jul,unknown,yes
technician,married,no,no,no,cellular,aug,unknown,yes
housemaid,divorced,no,no,no,cellular,aug,unknown,yes
management,divorced,no,no,no,cellular,aug,unknown,yes
retired,married,no,no,no,cellular,aug,unknown,yes
technician,married,no,no,no,cellular,aug,unknown,yes
management,divorced,no,no,no,cellular,aug,unknown,yes
retired,married,no,no,no,cellular,aug,unknown,yes
technician,married,no,no,no,cellular,aug,unknown,yes
technician,married,no,no,no,cellular,aug,unknown,yes
blue-collar,married,no,no,no,cellular,aug,unknown,yes
retired,married,no,yes,yes,cellular,aug,unknown,yes
housemaid,married,no,no,no,cellular,aug,unknown,yes
unknown,married,no,no,no,cellular,aug,unknown,yes
management,divorced,no,no,no,cellular,aug,unknown,yes
retired,married,no,yes,no,cellular,aug,unknown,yes
technician,single,no,no,no,cellular,aug,unknown,yes
management,divorced,no,no,no,cellular,aug,unknown,yes
blue-collar,married,no,no,no,cellular,aug,unknown,yes
technician,married,no,no,no,cellular,aug,unknown,yes
services,married,no,no,no,cellular,aug,unknown,yes
technician,married,no,no,no,cellular,aug,unknown,yes
technician,married,no,no,yes,cellular,aug,unknown,yes
technician,married,no,no,no,cellular,aug,unknown,yes
technician,divorced,no,yes,no,cellular,aug,unknown,yes
technician,married,no,no,no,cellular,aug,unknown,yes
retired,divorced,no,no,no,cellular,aug,unknown,yes
retired,married,no,no,no,cellular,aug,unknown,yes
admin.,married,no,no,no,cellular,aug,unknown,yes
management,married,no,no,no,cellular,aug,unknown,yes
admin.,married,no,no,no,cellular,aug,unknown,yes
management,single,no,no,no,cellular,aug,unknown,yes
services,married,no,no,no,cellular,aug,unknown,yes
management,divorced,no,no,no,cellular,aug,unknown,yes
management,divorced,yes,no,no,cellular,aug,unknown,yes
management,divorced,no,no,no,cellular,aug,unknown,yes
technician,married,no,no,no,cellular,aug,unknown,yes
technician,married,no,yes,no,cellular,aug,unknown,yes
management,single,no,no,no,cellular,aug,unknown,yes
technician,divorced,no,no,no,cellular,aug,unknown,yes
technician,married,no,no,no,cellular,aug,unknown,yes
technician,single,no,no,yes,cellular,aug,unknown,yes
self-employed,married,no,no,no,cellular,aug,unknown,yes
blue-collar,married,no,no,no,cellular,aug,unknown,yes
admin.,married,no,yes,no,cellular,aug,unknown,yes
blue-collar,married,no,no,no,cellular,aug,unknown,yes
management,single,no,no,no,cellular,aug,unknown,yes
technician,single,no,no,no,cellular,aug,unknown,yes
admin.,married,no,no,no,cellular,aug,unknown,yes
technician,divorced,no,no,no,cellular,aug,unknown,yes
blue-collar,married,no,yes,no,cellular,aug,unknown,yes
management,married,no,no,no,cellular,aug,unknown,yes
management,single,no,no,no,cellular,aug,unknown,yes
technician,married,no,no,no,cellular,aug,unknown,yes
self-employed,married,no,no,no,cellular,aug,unknown,yes
technician,married,no,no,no,cellular,aug,unknown,yes
technician,divorced,no,yes,no,cellular,aug,unknown,yes
management,married,no,no,no,cellular,aug,unknown,yes
technician,single,no,no,no,cellular,aug,unknown,yes
technician,divorced,no,no,no,cellular,aug,unknown,yes
technician,divorced,no,no,no,cellular,aug,unknown,yes
services,married,no,no,yes,cellular,aug,unknown,yes
management,married,no,no,no,cellular,aug,unknown,yes
management,married,no,no,no,unknown,aug,unknown,yes
management,married,no,no,no,cellular,aug,unknown,yes
technician,single,no,no,no,cellular,aug,unknown,yes
management,single,no,no,yes,cellular,aug,unknown,yes
management,single,no,no,no,cellular,aug,unknown,yes
services,married,no,no,no,cellular,aug,unknown,yes
services,married,no,no,no,cellular,aug,unknown,yes
technician,married,no,no,no,cellular,aug,unknown,yes
management,married,no,yes,yes,cellular,aug,unknown,yes
management,single,no,no,no,cellular,aug,unknown,yes
technician,divorced,no,no,no,cellular,aug,unknown,yes
management,married,no,no,no,cellular,aug,unknown,yes
management,married,no,no,no,cellular,aug,unknown,yes
blue-collar,married,no,no,no,cellular,aug,unknown,yes
management,married,no,no,no,cellular,aug,unknown,yes
management,married,no,yes,no,cellular,aug,unknown,yes
management,single,no,no,no,cellular,aug,unknown,yes
housemaid,married,no,no,no,cellular,aug,unknown,yes
management,single,no,no,no,cellular,aug,unknown,yes
management,married,no,no,no,cellular,aug,unknown,yes
management,married,no,no,no,cellular,aug,unknown,yes
management,married,no,yes,no,cellular,aug,unknown,yes
management,single,no,no,no,cellular,aug,unknown,yes
management,married,no,no,no,cellular,aug,unknown,yes
technician,single,no,no,no,cellular,aug,unknown,yes
blue-collar,married,no,no,yes,cellular,aug,unknown,yes
management,married,no,no,yes,cellular,aug,unknown,yes
blue-collar,married,no,no,no,cellular,aug,unknown,yes
unemployed,married,no,no,no,cellular,aug,unknown,yes
retired,married,no,no,no,cellular,aug,unknown,yes
management,married,no,no,no,cellular,aug,unknown,yes
blue-collar,married,no,no,no,cellular,aug,unknown,yes
unemployed,divorced,no,no,no,cellular,aug,unknown,yes
management,married,no,no,no,cellular,aug,unknown,yes
technician,married,no,no,no,cellular,aug,unknown,yes
management,married,no,yes,no,cellular,aug,unknown,yes
technician,single,yes,no,no,cellular,aug,unknown,yes
blue-collar,married,no,no,no,cellular,aug,unknown,yes
blue-collar,married,no,no,no,cellular,aug,unknown,yes
unemployed,divorced,no,no,no,cellular,aug,unknown,yes
blue-collar,married,no,no,no,cellular,aug,unknown,yes
management,married,no,no,no,cellular,aug,unknown,yes
management,single,no,no,no,cellular,aug,unknown,yes
management,married,no,yes,no,cellular,aug,unknown,yes
management,married,no,yes,no,cellular,aug,unknown,yes
management,married,no,no,no,cellular,aug,unknown,yes
technician,married,no,yes,no,cellular,aug,unknown,yes
technician,single,no,no,no,cellular,aug,unknown,yes
technician,single,no,yes,no,cellular,aug,unknown,yes
management,married,no,no,no,cellular,aug,unknown,yes
technician,married,no,no,no,cellular,aug,unknown,yes
retired,married,no,no,no,cellular,aug,unknown,yes
technician,married,no,no,yes,cellular,aug,unknown,yes
technician,single,no,no,no,telephone,aug,unknown,yes
management,divorced,no,no,no,cellular,aug,unknown,yes
management,married,no,no,no,cellular,aug,unknown,yes
technician,single,no,yes,no,cellular,aug,unknown,yes
self-employed,married,no,no,no,cellular,aug,unknown,yes
retired,married,no,no,no,cellular,aug,unknown,yes
technician,divorced,no,no,no,cellular,aug,unknown,yes
management,married,no,no,no,cellular,aug,unknown,yes
management,married,no,no,no,cellular,aug,unknown,yes
management,single,no,yes,no,cellular,aug,unknown,yes
services,married,no,no,no,cellular,aug,unknown,yes
management,married,no,no,no,cellular,aug,unknown,yes
technician,single,no,no,no,cellular,aug,unknown,yes
technician,single,no,no,no,cellular,aug,unknown,yes
admin.,divorced,no,no,no,cellular,aug,unknown,yes
management,married,no,no,no,cellular,aug,unknown,yes
management,single,no,yes,no,cellular,aug,unknown,yes
technician,divorced,no,no,no,cellular,aug,unknown,yes
retired,married,no,no,no,cellular,aug,unknown,yes
technician,married,no,yes,no,cellular,aug,unknown,yes
entrepreneur,married,no,no,no,telephone,aug,unknown,yes
management,single,no,no,no,cellular,aug,unknown,yes
housemaid,married,no,no,no,cellular,aug,unknown,yes
services,married,no,no,no,cellular,aug,unknown,yes
technician,married,no,yes,no,cellular,aug,unknown,yes
management,single,no,no,no,cellular,aug,unknown,yes
blue-collar,married,no,no,no,cellular,aug,unknown,yes
management,single,no,no,no,cellular,aug,unknown,yes
technician,single,no,yes,no,cellular,aug,unknown,yes
technician,single,no,no,no,cellular,aug,unknown,yes
management,married,no,no,no,cellular,aug,unknown,yes
blue-collar,married,no,no,no,cellular,aug,unknown,yes
management,married,no,no,no,cellular,aug,unknown,yes
technician,single,no,no,no,cellular,aug,unknown,yes
blue-collar,married,no,no,no,cellular,aug,unknown,yes
management,single,no,no,no,cellular,aug,unknown,yes
technician,married,no,no,no,cellular,aug,unknown,yes
management,divorced,no,no,no,cellular,aug,unknown,yes
management,single,no,no,no,cellular,aug,unknown,yes
blue-collar,married,no,no,no,cellular,aug,unknown,yes
management,divorced,no,no,no,cellular,aug,unknown,yes
technician,single,no,no,no,cellular,aug,unknown,yes
management,married,no,no,no,cellular,aug,unknown,yes
retired,married,no,no,no,cellular,aug,unknown,yes
technician,single,no,no,no,cellular,aug,unknown,yes
technician,married,no,no,no,cellular,aug,unknown,yes
management,single,no,no,no,cellular,aug,unknown,yes
management,married,no,no,no,cellular,aug,unknown,yes
self-employed,single,no,no,no,cellular,aug,unknown,yes
management,married,no,yes,no,unknown,aug,unknown,yes
management,married,no,no,no,cellular,aug,unknown,yes
admin.,single,no,no,no,cellular,aug,unknown,yes
self-employed,married,no,no,no,cellular,aug,unknown,yes
technician,divorced,no,no,no,cellular,aug,unknown,yes
management,single,no,no,no,telephone,aug,unknown,yes
technician,married,no,no,no,cellular,aug,unknown,yes
admin.,married,no,no,no,cellular,aug,unknown,yes
technician,single,no,yes,no,cellular,aug,unknown,yes
technician,married,no,no,no,cellular,aug,unknown,yes
admin.,married,no,no,no,cellular,aug,unknown,yes
technician,single,no,no,no,cellular,aug,unknown,yes
technician,married,no,no,no,cellular,aug,unknown,yes
technician,divorced,no,no,no,cellular,aug,unknown,yes
management,single,no,no,no,cellular,aug,unknown,yes
services,married,no,no,no,cellular,aug,unknown,yes
services,single,no,no,yes,cellular,aug,unknown,yes
admin.,married,no,no,no,cellular,aug,unknown,yes
blue-collar,married,no,no,no,cellular,aug,unknown,yes
self-employed,single,no,no,no,cellular,aug,unknown,yes
management,married,no,no,no,cellular,aug,unknown,yes
management,single,no,no,no,cellular,aug,unknown,yes
self-employed,married,no,no,no,cellular,aug,unknown,yes
technician,married,no,no,no,cellular,aug,unknown,yes
management,married,no,no,no,cellular,aug,unknown,yes
blue-collar,married,no,no,no,cellular,aug,unknown,yes
management,single,no,no,no,cellular,aug,unknown,yes
entrepreneur,married,no,no,no,cellular,aug,unknown,yes
admin.,married,no,yes,no,cellular,aug,unknown,yes
unemployed,married,no,no,no,cellular,aug,unknown,yes
