checking_status,credit_history,purpose,savings_status,employment,personal_status,other_parties,property_magnitude,age_cat,other_payment_plans,housing,job,own_telephone,foreign_worker,class
no checking,delayed previously,new car,<100,>=7,male single,none,car,old,none,own,unskilled resident,none,yes,bad
0<=X<200,all paid,new car,100<=X<500,1<=X<4,male mar/wid,none,life insurance,young,none,rent,skilled,none,yes,bad
0<=X<200,critical/other existing credit,furniture/equipment,<100,4<=X<7,male single,none,life insurance,old,none,own,skilled,none,yes,bad
no checking,existing paid,business,<100,unemployed,male single,none,car,old,bank,rent,high qualif/self emp/mgmt,yes,yes,bad
>=200,existing paid,new car,100<=X<500,1<=X<4,female div/dep/mar,none,car,old,bank,own,high qualif/self emp/mgmt,yes,yes,good
<0,existing paid,used car,<100,1<=X<4,male single,none,life insurance,old,none,own,skilled,none,yes,bad
no checking,critical/other existing credit,furniture/equipment,<100,4<=X<7,male single,none,life insurance,old,none,own,unskilled resident,none,yes,good
<0,critical/other existing credit,furniture/equipment,<100,1<=X<4,female div/dep/mar,none,life insurance,young,none,rent,skilled,none,yes,good
>=200,no credits/all paid,business,<100,<1,male div/sep,none,life insurance,old,none,own,skilled,none,yes,good
no checking,existing paid,radio/tv,100<=X<500,unemployed,female div/dep/mar,none,real estate,old,none,own,skilled,none,yes,good
<0,existing paid,used car,<100,unemployed,male single,none,no known property,old,none,for free,high qualif/self emp/mgmt,yes,yes,good
0<=X<200,critical/other existing credit,radio/tv,<100,>=7,male single,none,life insurance,old,none,own,unskilled resident,none,yes,good
no checking,critical/other existing credit,education,no known savings,<1,male single,none,life insurance,old,none,own,unskilled resident,none,yes,good
no checking,all paid,radio/tv,100<=X<500,>=7,male single,none,car,old,bank,own,unskilled resident,none,yes,good
<0,existing paid,radio/tv,no known savings,4<=X<7,male mar/wid,none,car,young,none,rent,unskilled resident,none,yes,good
<0,existing paid,furniture/equipment,<100,unemployed,male single,none,life insurance,old,none,own,high qualif/self emp/mgmt,yes,yes,good
no checking,existing paid,new car,no known savings,>=7,male single,none,car,old,none,own,skilled,yes,yes,good
no checking,existing paid,furniture/equipment,<100,4<=X<7,female div/dep/mar,none,real estate,old,none,own,unskilled resident,none,yes,good
<0,existing paid,used car,<100,1<=X<4,male div/sep,none,life insurance,old,none,own,high qualif/self emp/mgmt,yes,yes,good
no checking,existing paid,radio/tv,<100,>=7,male single,none,car,old,none,own,skilled,none,yes,good
<0,existing paid,radio/tv,<100,1<=X<4,male single,none,no known property,young,none,for free,skilled,yes,yes,bad
0<=X<200,critical/other existing credit,used car,100<=X<500,unemployed,male single,none,car,old,none,own,skilled,none,yes,good
